Unnamed: 0,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
317,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""', 'size == ""0""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
318,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
319,"('isEmpty == ""True""',)",1,"('size == ""0""',)",1,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
320,"('size == ""0""',)",1,"('isEmpty == ""True""',)",1,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
321,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
322,"('calledMethod == ""pop""', 'isEmpty_p == ""False""')",2,"('pushInput == ""none""',)",1,1.0,0.21542092620523992,2.217322639581333,549005642.142897
323,"('calledMethod_p == ""push""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty == ""True""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
324,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'size == ""0""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
325,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""')",3,"('size == ""0""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
326,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty == ""True""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
327,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('pushInput == ""none""', 'size == ""0""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
328,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
329,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
330,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
331,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
332,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
333,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
334,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
335,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
336,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,"('pushInput == ""none""',)",1,1.0,0.2140662532819396,2.217322639581333,549005642.142897
337,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
338,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
339,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('isEmpty_p == ""True""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
340,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
341,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
342,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
343,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
344,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
345,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
346,"('calledMethod == ""clear""', 'size == ""0""')",2,"('isEmpty == ""True""',)",1,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
347,"('calledMethod == ""clear""', 'isEmpty == ""True""')",2,"('size == ""0""',)",1,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
348,"('calledMethod == ""clear""',)",1,"('isEmpty == ""True""', 'size == ""0""')",2,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
349,"('calledMethod == ""push""',)",1,"('isEmpty == ""False""',)",1,1.0,0.549005642142897,1.6496716968091232,393818781.073683
350,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
351,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
352,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
353,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
354,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
355,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
356,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
357,"('pushInput == ""class java.lang.Float""',)",1,"('peek_obj_type == ""class java.lang.Float""',)",1,1.0,0.2067621920563097,4.405044601661027,772987542.5953858
358,"('calledMethod_p == ""clear""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
359,"('calledMethod_p == ""clear""', 'peek_obj_type_p == ""EmptyObject""')",2,"('size_p == ""0""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
360,"('calledMethod_p == ""clear""',)",1,"('peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
361,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",5,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
362,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",5,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
363,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",5,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
364,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",5,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
365,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",5,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
366,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",5,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
367,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
368,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
369,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
370,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
371,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
372,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
373,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
374,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
375,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
376,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
377,"('calledMethod == ""clear""',)",1,"('size == ""0""',)",1,1.0,0.22893972403776325,2.5392389801056767,606181218.9263169
378,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
379,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
380,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
381,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
382,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
383,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
384,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
385,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
386,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
387,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
388,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
389,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
390,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
391,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty == ""True""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
392,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
393,"('calledMethod_p == ""push""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
394,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
395,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
396,"('size_p == ""0""',)",1,"('isEmpty_p == ""True""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
397,"('isEmpty_p == ""True""',)",1,"('size_p == ""0""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
398,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
399,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
400,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
401,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
402,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
403,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
404,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
405,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
406,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
407,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
408,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
409,"('size == ""1""', 'size_p == ""0""')",2,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
410,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
411,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
412,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
413,"('calledMethod == ""push""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
414,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
415,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
416,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
417,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
418,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
419,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
420,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
421,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
422,"('isEmpty == ""False""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
423,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
424,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
425,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
426,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
427,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
428,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,"('isEmpty == ""True""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
429,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""')",3,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
430,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
431,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty == ""True""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
432,"('size == ""1""', 'size_p == ""0""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
433,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
434,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
435,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
436,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
437,"('calledMethod == ""push""', 'isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
438,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
439,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
440,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
441,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
442,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
443,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
444,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
445,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
446,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
447,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty_p == ""True""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
448,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
449,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
450,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('size == ""1""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
451,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
452,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
453,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
454,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
455,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
456,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
457,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
458,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
459,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
460,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
