,testId,instanceId,size,isEmpty,peek_obj_type,calledMethod,diff
170,1597050830310:12d68316-20c2-43a3-bf0a-fd90ef6f3941,1597050830310:16de3b1d-0854-4487-9e60-e0e1d638bb21,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
171,1597050830310:12d68316-20c2-43a3-bf0a-fd90ef6f3941,1597050830310:16de3b1d-0854-4487-9e60-e0e1d638bb21,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
173,1597050830309:ca5b1ad6-3c79-4e54-abf1-6af3c464b5d9,1597050830309:b0cc15bf-6cd2-4082-a2b3-8253609be037,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
174,1597050830309:ca5b1ad6-3c79-4e54-abf1-6af3c464b5d9,1597050830309:b0cc15bf-6cd2-4082-a2b3-8253609be037,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
176,1597050830309:8e695e2f-2bef-460d-b891-07bc067f6dfd,1597050830309:c117bf3a-82f8-4c81-8790-f10d0bc49bce,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
177,1597050830309:8e695e2f-2bef-460d-b891-07bc067f6dfd,1597050830309:c117bf3a-82f8-4c81-8790-f10d0bc49bce,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
179,1597050830309:86fed356-b37a-428b-b793-d621f7bdfe2d,1597050830309:a06d0056-5832-437d-8c66-0eaecfe61118,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
180,1597050830309:86fed356-b37a-428b-b793-d621f7bdfe2d,1597050830309:a06d0056-5832-437d-8c66-0eaecfe61118,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
181,1597050830309:86fed356-b37a-428b-b793-d621f7bdfe2d,1597050830309:a06d0056-5832-437d-8c66-0eaecfe61118,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
183,1597050830309:86fed356-b37a-428b-b793-d621f7bdfe2d,1597050830309:5f78d7e7-0d27-48d5-a3fd-d8175019aa15,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
184,1597050830309:86fed356-b37a-428b-b793-d621f7bdfe2d,1597050830309:5f78d7e7-0d27-48d5-a3fd-d8175019aa15,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
186,1597050830309:78c3bde2-6920-4fce-9926-31dfb1f2cd5f,1597050830309:3ebd2c3b-3e42-4d44-9aaf-222a6e272d36,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
187,1597050830309:78c3bde2-6920-4fce-9926-31dfb1f2cd5f,1597050830309:3ebd2c3b-3e42-4d44-9aaf-222a6e272d36,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
189,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:cb52def9-ddce-46b3-933e-d4f80375e6d9,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
190,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:cb52def9-ddce-46b3-933e-d4f80375e6d9,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
192,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:29c13943-d82b-4181-864e-a1fb38a04a5d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
193,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:29c13943-d82b-4181-864e-a1fb38a04a5d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
194,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:29c13943-d82b-4181-864e-a1fb38a04a5d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
195,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:29c13943-d82b-4181-864e-a1fb38a04a5d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
196,1597050830309:766d35c5-9fff-47c0-8e12-de8a329c83ca,1597050830309:29c13943-d82b-4181-864e-a1fb38a04a5d,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
198,1597050830309:3c2ba0a3-8aca-4414-86ab-df66db3ed9e3,1597050830309:11597cf0-dd57-4334-bb4e-67b8d69c4832,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
199,1597050830309:3c2ba0a3-8aca-4414-86ab-df66db3ed9e3,1597050830309:11597cf0-dd57-4334-bb4e-67b8d69c4832,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
201,1597050830308:de3b7f1c-54e3-4011-8e0d-abedc91ed2a5,1597050830308:b5b7e1a5-babd-4227-b257-b56632cba5b1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
202,1597050830308:de3b7f1c-54e3-4011-8e0d-abedc91ed2a5,1597050830308:b5b7e1a5-babd-4227-b257-b56632cba5b1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
204,1597050830308:ab132633-c949-487a-939f-bb35be4fa204,1597050830308:58beadd1-3687-4d36-9a3d-e0fe58af98b6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
205,1597050830308:ab132633-c949-487a-939f-bb35be4fa204,1597050830308:58beadd1-3687-4d36-9a3d-e0fe58af98b6,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
207,1597050830308:ab132633-c949-487a-939f-bb35be4fa204,1597050830308:4970d4b5-a7ad-4052-aad3-18ff8b3b9d7b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
209,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830309:4ec14e8b-ad01-4dd4-b60f-ea3e114a9085,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
210,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830309:4ec14e8b-ad01-4dd4-b60f-ea3e114a9085,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
211,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830309:4ec14e8b-ad01-4dd4-b60f-ea3e114a9085,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
213,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830308:1f58a1f4-d31b-42bb-87e2-d9d15f231449,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
214,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830308:1f58a1f4-d31b-42bb-87e2-d9d15f231449,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
215,1597050830308:8abe8bc2-ad88-4925-8826-37f6949e7d50,1597050830308:1f58a1f4-d31b-42bb-87e2-d9d15f231449,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
217,1597050830308:659621b6-94b9-4951-a6e3-c94cbcefe4ea,1597050830308:13c7fe49-5eec-4b14-9861-cb8bf3fe2db5,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
218,1597050830308:659621b6-94b9-4951-a6e3-c94cbcefe4ea,1597050830308:13c7fe49-5eec-4b14-9861-cb8bf3fe2db5,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
220,1597050830308:610531b7-928a-4dfc-84ca-addfef85fad5,1597050830308:0b7192af-4441-483b-9354-c14ae49f9ce8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
221,1597050830308:610531b7-928a-4dfc-84ca-addfef85fad5,1597050830308:0b7192af-4441-483b-9354-c14ae49f9ce8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
223,1597050830308:4cd48b25-6ac3-4d77-a6a8-083b9d4af4aa,1597050830308:65894423-840a-443e-a2b6-98642aced583,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
224,1597050830308:4cd48b25-6ac3-4d77-a6a8-083b9d4af4aa,1597050830308:65894423-840a-443e-a2b6-98642aced583,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
226,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:d1d1e9fe-bf4a-4339-8ffb-4909299988c0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
227,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:d1d1e9fe-bf4a-4339-8ffb-4909299988c0,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
229,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:cead32a9-b22a-4c68-8699-1e09ec819d51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
230,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:cead32a9-b22a-4c68-8699-1e09ec819d51,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
231,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:cead32a9-b22a-4c68-8699-1e09ec819d51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
232,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:cead32a9-b22a-4c68-8699-1e09ec819d51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
233,1597050830308:35a1ea94-6c9d-4b17-b4cc-1531a114c225,1597050830308:cead32a9-b22a-4c68-8699-1e09ec819d51,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
235,1597050830308:26291bbf-f55d-4dec-9367-e4e7a7ea0375,1597050830308:6ed7bf49-6aef-4146-9c3a-b6e3f0ba2207,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
236,1597050830308:26291bbf-f55d-4dec-9367-e4e7a7ea0375,1597050830308:6ed7bf49-6aef-4146-9c3a-b6e3f0ba2207,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
238,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:ba57969b-61f4-4972-a04a-c0673481577d,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
240,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:88aff5b6-8ad9-4d06-9828-ea34fe648f08,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
241,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:88aff5b6-8ad9-4d06-9828-ea34fe648f08,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
243,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
244,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
245,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
246,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
247,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
248,1597050830307:cb30f311-9016-4e4c-9ee7-9627cd11c1ee,1597050830307:6c6ae16c-5b2d-4ad2-9f4e-f16a09553f00,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
251,1597050830307:c90200ad-b244-4837-b9f7-fbe327826f8d,1597050830307:5d3d1b08-baad-4e50-8ed0-1c501125feaa,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
252,1597050830307:c90200ad-b244-4837-b9f7-fbe327826f8d,1597050830307:5d3d1b08-baad-4e50-8ed0-1c501125feaa,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
253,1597050830307:c90200ad-b244-4837-b9f7-fbe327826f8d,1597050830307:5d3d1b08-baad-4e50-8ed0-1c501125feaa,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
255,1597050830307:97336cb5-6f2f-45ef-80b4-12f12a6fbc55,1597050830307:b0bd56a1-cd8f-4170-8d10-b51f17e80e14,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
256,1597050830307:97336cb5-6f2f-45ef-80b4-12f12a6fbc55,1597050830307:b0bd56a1-cd8f-4170-8d10-b51f17e80e14,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
258,1597050830307:75109469-1260-45a9-83ac-29ff247efb9f,1597050830307:9e6382e1-7de1-4305-9514-c5246252066b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
259,1597050830307:75109469-1260-45a9-83ac-29ff247efb9f,1597050830307:9e6382e1-7de1-4305-9514-c5246252066b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
261,1597050830307:75109469-1260-45a9-83ac-29ff247efb9f,1597050830307:43838cae-1aca-4a2c-9882-3a67ca7ad3d3,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
263,1597050830307:745fee13-f3ed-4429-9d32-338c235494ba,1597050830307:44a7d39d-b10e-424a-903f-e4076add29a1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
264,1597050830307:745fee13-f3ed-4429-9d32-338c235494ba,1597050830307:44a7d39d-b10e-424a-903f-e4076add29a1,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
266,1597050830307:73a8d7c0-ca8f-4754-8886-1ff473010cb2,1597050830307:f32cfe8e-7f42-4009-8185-625ef60456f8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
267,1597050830307:73a8d7c0-ca8f-4754-8886-1ff473010cb2,1597050830307:f32cfe8e-7f42-4009-8185-625ef60456f8,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
269,1597050830307:6b896537-4cf6-48fa-82d9-2fbe8e202926,1597050830307:e070de72-ba06-4551-bb65-e122f2ef3a4b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
270,1597050830307:6b896537-4cf6-48fa-82d9-2fbe8e202926,1597050830307:e070de72-ba06-4551-bb65-e122f2ef3a4b,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
272,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:e4ff6fb1-a255-4cbc-b72d-e70da37123cb,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
273,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:e4ff6fb1-a255-4cbc-b72d-e70da37123cb,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
275,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:1b701cc1-c5b3-408d-9f8b-20352b25707f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
276,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:1b701cc1-c5b3-408d-9f8b-20352b25707f,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
277,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:1b701cc1-c5b3-408d-9f8b-20352b25707f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
278,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:1b701cc1-c5b3-408d-9f8b-20352b25707f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
279,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830308:1b701cc1-c5b3-408d-9f8b-20352b25707f,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
281,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
282,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
283,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
284,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""",Yes
285,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
286,1597050830307:18ec4504-96a4-46bf-b713-dc92279c7651,1597050830307:facb19e9-ca66-46b2-bb35-23e9b0f11fdc,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
288,1597050830306:fd1da7c9-9c33-4fa5-977e-7c198cf07e9e,1597050830306:fdb44a62-86d9-4e08-8b71-75948ac73519,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
289,1597050830306:fd1da7c9-9c33-4fa5-977e-7c198cf07e9e,1597050830306:fdb44a62-86d9-4e08-8b71-75948ac73519,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
291,1597050830306:fd1da7c9-9c33-4fa5-977e-7c198cf07e9e,1597050830306:0715656b-4707-4e96-9f54-b0788786ff10,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
292,1597050830306:fd1da7c9-9c33-4fa5-977e-7c198cf07e9e,1597050830306:0715656b-4707-4e96-9f54-b0788786ff10,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""",Yes
294,1597050830306:f60b9004-075d-46ce-86a9-5d15addc8173,1597050830306:2d15d7fe-fc83-4542-9ada-749a4b07dfff,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
295,1597050830306:f60b9004-075d-46ce-86a9-5d15addc8173,1597050830306:2d15d7fe-fc83-4542-9ada-749a4b07dfff,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""",Yes
297,1597050830306:f60b9004-075d-46ce-86a9-5d15addc8173,1597050830306:28637c8c-f59b-4793-9a60-529cbc176313,"size == ""0""","isEmpty == ""True""","peek_obj_type == ""EmptyObject""","calledMethod == ""clear""",No
298,1597050830306:f60b9004-075d-46ce-86a9-5d15addc8173,1597050830306:28637c8c-f59b-4793-9a60-529cbc176313,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""",Yes
