,index,size,isEmpty,peek_obj_type,calledMethod,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
66,176,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274343:1e2ff16e-b03f-4730-a606-00fa7d966428,1597044274343:3590fb36-3038-4631-93e0-b44e39501aa8,0,,3,"['26', '183', '184']",0,
67,180,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274335:fca1601f-ccb6-4d4f-bcbb-98abf8af74d9,1597044274335:576dfd3b-dfcf-45e4-82bc-1e8a0440c278,0,,3,"['26', '183', '184']",0,
68,183,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274306:8b4b7def-0cf4-41de-a166-6cc965658e9f,1597044274306:431c5d21-2bdc-4aa4-b841-073857ab636f,0,,3,"['183', '184', '290']",0,
69,184,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274296:26b863a2-1411-485d-8ba3-87b407a07e11,1597044274296:55bce5a1-3113-4c03-bca0-de85ccc2ae04,0,,3,"['183', '184', '290']",0,
70,185,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274296:106aa042-b5a4-4945-a581-99044cdf2538,1597044274296:d41cde9c-4fda-4464-b801-ae964424ee90,0,,3,"['183', '184', '290']",0,
71,187,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,3,"['183', '184', '290']",0,
72,188,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,4,"['26', '183', '184', '267']",0,
73,189,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,1,['290'],0,
74,193,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274282:07400a68-5f35-49cc-bbb1-8f31b0e511ab,1597044274282:58e8996b-63f3-41dc-8a98-f0f465155d74,0,,3,"['26', '183', '184']",0,
75,194,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274273:b031b9bf-7f31-4b5a-9fc8-cf0d94be722d,1597044274273:fbf455ac-8da7-4476-8b75-09c51d77692c,0,,3,"['183', '184', '290']",0,
76,195,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274244:4685fe5f-fef1-468c-ba6b-1bb2808b14fe,1597044274244:486970b1-1f18-4388-a06a-8097453f7c2a,0,,3,"['26', '183', '184']",0,
77,198,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274224:17a9edfb-83cb-4aa8-9496-be0758ef6fd0,1597044274224:66cbbda7-171a-4b91-a32b-6398a26b41e4,0,,3,"['183', '184', '290']",0,
78,199,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274214:666801f8-c63e-4bcb-ae91-b7c408ffd814,1597044274214:b3e088c0-4e19-454e-92d5-0340e33c3d4c,0,,0,,0,
79,200,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""",Yes,1597044274214:60c15d0d-14b6-4e36-825d-767337e88aea,1597044274214:c29cb350-3ffe-489d-a0da-f12da1afb659,0,,0,,0,
80,201,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,0,,3,"['183', '184', '290']",0,
81,202,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,0,,3,"['26', '183', '184']",0,
82,203,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,0,,0,,0,
83,204,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274192:c4db44e6-3be2-4ad0-9871-16a8e3e4ee1a,1597044274192:fdaa3426-4260-49bf-8e22-dccd50101c68,0,,3,"['26', '183', '184']",0,
84,205,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274179:e1981ede-127f-4fbc-9096-eef834754192,1597044274179:3273f889-f813-42cb-9e21-156a0a086b94,0,,3,"['26', '183', '184']",0,
85,206,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""",Yes,1597044274179:e1981ede-127f-4fbc-9096-eef834754192,1597044274179:3273f889-f813-42cb-9e21-156a0a086b94,0,,0,,0,
86,207,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274178:c9867c0e-54e0-4f31-a0ec-adacb1711f32,1597044274178:7e9b3284-e402-4b5f-b85a-54664ebde336,0,,3,"['183', '184', '290']",0,
87,209,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274166:c38b0520-fb41-4e64-bb52-157d926c07f1,1597044274166:3b62637a-3c4a-47d5-9154-01d4ffb38f1a,0,,1,['290'],0,
88,213,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274138:b5f1af2d-fe01-469c-a252-dd9958d1fd9c,1597044274138:8e0e0e60-4e79-47a3-bb86-279f434dbc9b,0,,3,"['183', '184', '290']",0,
89,216,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274122:683b2e16-0346-42a9-a29b-94d512b57a2f,1597044274122:08efda25-8685-4e30-af8a-8d2717fb7f83,0,,3,"['183', '184', '290']",0,
90,217,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""",Yes,1597044274122:683b2e16-0346-42a9-a29b-94d512b57a2f,1597044274122:08efda25-8685-4e30-af8a-8d2717fb7f83,0,,3,"['26', '183', '184']",0,
91,220,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274064:3700a3f5-e6b9-4041-b826-674094a6f175,1597044274064:f7709a42-77f2-4596-aba6-16cb90170663,0,,3,"['183', '184', '290']",0,
92,221,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274062:0e0f1dc0-36d8-4038-8ab7-e1eb32f2da2b,1597044274062:488cfe00-3587-4e7b-813d-5e02596c71e2,0,,3,"['26', '183', '184']",0,
93,223,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274058:ae5314ab-87ec-4047-be67-b48cb3768b1a,1597044274058:48472cf3-5fd1-4a56-bf6e-2119264bac2e,0,,3,"['26', '183', '184']",0,
94,224,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""pop""",Yes,1597044274053:d1e51e9a-014b-4834-8016-f9936467a315,1597044274053:432edf8d-080d-4486-bdf3-f356836e8410,0,,0,,0,
95,226,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274012:93ce278d-a33a-4a7a-a086-cc040f704b42,1597044274012:ad4b5397-6ca7-4904-8ca8-196e1fe512f7,0,,3,"['183', '184', '290']",0,
96,228,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044273770:a0a6902a-ec9e-4403-94ab-be8bd7830f2a,1597044273770:ef166f3c-a6fa-454a-8e92-ec52c07b3b5d,0,,4,"['26', '183', '184', '267']",0,
