,index,size,isEmpty,peek_obj_type,calledMethod,pushInput,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
25,50,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597052895058:acf33ef0-4261-4433-87b2-f0af0d95092b,1597052895059:0e9b96a2-4bb3-42bb-8187-cf3fda78ef4e,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
26,51,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""push""","pushInput == ""class java.lang.String""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597052895058:acf33ef0-4261-4433-87b2-f0af0d95092b,1597052895058:bc642503-6877-4ea0-94ba-b245fbf021fc,36,"['169', '213', '335', '383', '428', '602', '615', '680', '796', '813', '838', '870', '871', '873', '912', '958', '972', '993', '1009', '1014', '1032', '1035', '1097', '1105', '1107', '1159', '1193', '1196', '1258', '1284', '1292', '1297', '1309', '1338', '1341', '1437']",4,"['171', '193', '805', '825']",36,"['169', '213', '335', '383', '428', '602', '615', '680', '796', '813', '838', '870', '871', '873', '912', '958', '972', '993', '1009', '1014', '1032', '1035', '1097', '1105', '1107', '1159', '1193', '1196', '1258', '1284', '1292', '1297', '1309', '1338', '1341', '1437']"
27,54,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""pop""",Yes,1597052895056:2f1a6328-ca77-4c94-b52b-5787e77901ad,1597052895056:5c52fe31-f694-440e-9655-81b30f6daaeb,114,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']",12,"['204', '205', '206', '207', '208', '479', '492', '568', '569', '666', '1009', '1282']",114,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']"
28,55,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597052895056:2f1a6328-ca77-4c94-b52b-5787e77901ad,1597052895056:0529d2dd-9b4f-4683-9a99-a3ba05911305,84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']",3,"['568', '569', '1009']",84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']"
29,56,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597052895056:2f1a6328-ca77-4c94-b52b-5787e77901ad,1597052895056:0529d2dd-9b4f-4683-9a99-a3ba05911305,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
30,57,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597052895056:23b9bd4c-bd86-4535-a4b2-778fabc9659a,1597052895056:34862456-5809-4026-b6b9-d0ed64120cf0,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
31,59,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597052895053:2db22383-9145-472b-92b3-986912b019ab,1597052895053:17a1ca41-6a85-461a-9213-07c0064add60,0,,10,"['154', '193', '313', '376', '555', '612', '928', '1155', '1156', '1157']",0,
32,60,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597052895050:08c2be4a-fae4-49fb-81c1-29c80368d934,1597052895051:c70f4684-d90b-44d3-9ea9-aaf4307e8954,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
33,61,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""pop""",Yes,1597052895050:08c2be4a-fae4-49fb-81c1-29c80368d934,1597052895051:c70f4684-d90b-44d3-9ea9-aaf4307e8954,114,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']",12,"['204', '205', '206', '207', '208', '479', '492', '568', '569', '666', '1009', '1282']",114,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']"
34,64,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597052895036:1c069ed6-da10-4f15-bed3-1e1f9b2abb2d,1597052895036:23fc66d5-7c32-48b9-988e-a1d64b529f17,84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']",3,"['568', '569', '1009']",84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']"
35,70,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597052895020:808b768a-2ab0-4550-b2b4-4f0a5fff8aff,1597052895020:e825e22f-5d94-45cd-ae6a-3e5cb0fbbefb,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
36,71,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597052895015:72664a86-8ca0-4b7d-b949-6d2838f2acab,1597052895016:76c4a492-4c5e-4f80-9ac4-366f1086375e,84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']",3,"['568', '569', '1009']",84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']"
37,72,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597052895015:72664a86-8ca0-4b7d-b949-6d2838f2acab,1597052895016:76c4a492-4c5e-4f80-9ac4-366f1086375e,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
38,73,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597052895013:bb97d7e1-db79-47ca-8f38-6126f03f304a,1597052895013:98a36eb9-0b63-4504-99c2-0341d045fd74,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
39,75,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597052895011:3c029c1f-afe4-46a4-acab-c2d734014a45,1597052895011:795202fc-2d4e-4061-897a-408f87519b0d,0,,3,"['193', '555', '1009']",0,
40,76,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597052895010:9221fc23-2612-4eba-9357-a0e191fcd2ca,1597052895011:7414cf90-206c-4102-8ef9-2722c58ebd1b,0,,3,"['193', '555', '1009']",0,
41,79,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597052895004:115438d8-0d31-471a-aacc-24de8507f54c,1597052895004:a38a7e26-1617-4a0b-bba6-e8cfb0a8a369,0,,11,"['154', '193', '313', '376', '555', '601', '612', '928', '1155', '1156', '1157']",0,
42,81,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Boolean""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597052895003:f90ea525-cf8e-42db-9833-32cd85ca43e5,1597052895003:c1f5f3d8-e268-4de9-9289-005d4b5c841e,0,,3,"['193', '555', '1009']",0,
43,82,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597052895003:f90ea525-cf8e-42db-9833-32cd85ca43e5,1597052895003:c1f5f3d8-e268-4de9-9289-005d4b5c841e,0,,10,"['154', '193', '313', '376', '555', '612', '928', '1155', '1156', '1157']",0,
44,83,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""",Yes,1597052895003:f90ea525-cf8e-42db-9833-32cd85ca43e5,1597052895003:c1f5f3d8-e268-4de9-9289-005d4b5c841e,0,,3,"['313', '376', '601']",0,
45,85,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Boolean""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""pop""",Yes,1597052895000:e4e1f63a-7234-4054-aa7c-7c15d1651dc7,1597052895000:f676d40d-1b3f-4d25-bed7-414538e34e14,117,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '223', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '843', '847', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']",14,"['204', '205', '206', '207', '208', '445', '479', '492', '568', '569', '601', '666', '1009', '1282']",117,"['10', '31', '34', '36', '40', '68', '71', '73', '83', '97', '124', '127', '131', '134', '136', '178', '185', '189', '191', '196', '219', '223', '230', '231', '234', '240', '246', '259', '262', '306', '308', '318', '320', '357', '404', '407', '418', '422', '448', '450', '455', '471', '476', '488', '493', '512', '520', '524', '534', '536', '538', '539', '541', '542', '553', '597', '643', '647', '661', '663', '665', '670', '674', '696', '712', '715', '717', '747', '763', '769', '791', '801', '843', '847', '857', '884', '887', '915', '917', '941', '951', '966', '1001', '1051', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1135', '1137', '1143', '1145', '1147', '1184', '1188', '1201', '1203', '1212', '1215', '1219', '1239', '1310', '1314', '1317', '1320', '1322', '1324', '1349', '1397', '1409', '1424', '1427', '1430', '1442']"
46,86,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597052895000:e4e1f63a-7234-4054-aa7c-7c15d1651dc7,1597052895000:f676d40d-1b3f-4d25-bed7-414538e34e14,0,,3,"['193', '555', '1009']",0,
47,88,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597052894996:16cc775b-9e37-458a-90ec-b3059de1884c,1597052894996:9f28eae8-5813-4d22-b0dc-f6120d5b3d49,0,,11,"['154', '193', '313', '376', '555', '601', '612', '928', '1155', '1156', '1157']",0,
48,90,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597052894987:d0b8b80d-8323-46cb-af2f-a958b0259803,1597052894987:413d2b25-90d8-4e44-b213-43f651f6d15d,0,,3,"['193', '555', '1009']",0,
49,92,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""True""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597052894979:705dfbb4-30cc-42df-b832-497923aab742,1597052894979:99228921-ed2d-4a1e-902d-2bad3595df8b,84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']",3,"['568', '569', '1009']",84,"['10', '34', '36', '71', '73', '83', '97', '124', '134', '136', '178', '185', '189', '191', '193', '196', '205', '206', '207', '219', '230', '231', '234', '246', '259', '308', '407', '422', '450', '476', '479', '488', '492', '493', '512', '524', '536', '539', '541', '542', '555', '597', '643', '647', '661', '663', '665', '666', '674', '696', '712', '715', '717', '747', '763', '791', '801', '857', '917', '966', '1001', '1072', '1078', '1081', '1083', '1115', '1116', '1119', '1137', '1143', '1145', '1147', '1188', '1201', '1203', '1219', '1239', '1310', '1320', '1322', '1324', '1397', '1409', '1442']"
50,93,"size == ""2""","isEmpty == ""True""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597052894979:705dfbb4-30cc-42df-b832-497923aab742,1597052894979:99228921-ed2d-4a1e-902d-2bad3595df8b,45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']",16,"['154', '193', '313', '376', '612', '680', '825', '869', '870', '871', '928', '1097', '1155', '1156', '1157', '1437']",45,"['4', '166', '169', '211', '213', '332', '335', '383', '428', '602', '611', '615', '653', '794', '796', '813', '838', '873', '892', '912', '958', '968', '972', '993', '1011', '1014', '1032', '1035', '1067', '1105', '1107', '1159', '1191', '1193', '1196', '1258', '1284', '1286', '1290', '1292', '1295', '1297', '1309', '1338', '1341']"
